작성일,출처,제목,내용
2015-02-19,"https://ko.wikinews.org/wiki/%EB%B0%95_%EB%8C%80%ED%86%B5%EB%A0%B9_%EC%A7%80%EC%A7%80%EC%9C%A8_2%EC%A3%BC%EC%A7%B8_%EC%83%81%EC%8A%B9,_%22%EC%B4%9D%EB%A6%AC%EC%9E%84%EB%AA%85_%EC%98%81%ED%96%A5%22%3F","박 대통령 지지율 2주째 상승, ""총리임명 영향""?","박근혜 대통령의 지지율이 2주째 상승하며 다시금 상승기류를 타고 있다.
여론조사 전문 업체인 ""리얼미터""가 조사하여 18일에 발표한 결과에 따르면 박 대통령의 지지율이라 할 수 있는 ""긍정적 평가""가 36.4%로 전 주보다는 2.2%, 2주 전보다는 4.6% 상승하며 ""부정적 평가""와의 격차를 10%대로 줄였다.
리얼미터에서 여론조사를 한 기간은 16일~17일이다. 이 기간동안 이완구 총리 후보자에 대한 임명동의안이 통과되었고 4개 부처에 대한 개각이 있는 등 호재로 작용할 수 있는 요소들이 많았다.
이에 따라 여론조사 기간에 벌어진 일들이 박근혜 대통령의 지지율에 긍정적인 영향을 주었을 가능성이 크다. 리얼미터에서는 ""새 총리를 임명하고 일부 장관들에 대한 소폭 개각을 하면서 지지율이 상승한 것으로 보인다""고 분석했다.
박 대통령의 지지율은 전라도 지방과 경상도 지방 등 남부지방에서 크게 상승했으며 연령별로는 50대, 직업별로는 학생의 상승률이 컸다."
2015-03-10,"https://ko.wikinews.org/wiki/%EC%9C%84%ED%82%A4%EB%AF%B8%EB%94%94%EC%96%B4_%EC%9E%AC%EB%8B%A8,_NSA%EB%A5%BC_%EA%B3%A0%EC%86%8C","위키미디어 재단, NSA를 고소","위키미디어 재단이 미국 국가안보국 (NSA) 과 미국 법무부를 상대로 소송을 제기했다. 이 소송은 NSA가 진행하고 있는 것으로 알려진 대량 감시 프로그램 — 통칭 PRISM — 에 이의를 제기하는 차원에서 제기됐다. 위키미디어 재단은 2008년의 해외정보감시법 (FAA) 에 의해 가동되는 대량 감시 프로그램을 종료하는 것을 최종 목표로 삼고 있다고 밝혔다.
위키미디어 재단의 사무총장 릴라 트레티코프 (Lila Tretikov)는 ""백본을 검열함으로써, 미 국가안보국은 민주주의의 중추를 위협하고 있다""며, ""표현의 자유와 정보를 검색할 권리 등을 기반으로 세워진 위키백과를 검열함으로써 미 국가안보국은 사람들이 지식을 생산하고 이해하는 데 필수적인 권리를 위협하고 있다""고 밝혔다. 위키미디어 재단은 더 나아가 미 국가안보국의 관행이 미 헌법 제3조를 위반했다고 주장하고 있다."
2015-05-16,"https://ko.wikinews.org/wiki/2015_%ED%94%84%EB%A1%9C%EC%95%BC%EA%B5%AC,_189%EA%B2%BD%EA%B8%B0%EB%A7%8C%EC%97%90_200%EB%A7%8C_%EA%B4%80%EC%A4%91_%EB%8F%8C%ED%8C%8C","2015 프로야구, 189경기만에 200만 관중 돌파","2015 프로야구가 189경기만에 200만 관중을 돌파하였다.
한국야구위원회는 16일 ""189경기만에 200만 관중을 돌파하였다""고 밝혔다. 지난 4월 24일 100만 관중을 돌파한 2015 KBO 리그는 5월 15일까지 전체 720경기 중 184경기가 진행된 가운데 15일 경기까지 1,982,217명의 관중을 동원하였고 200만 관객에 17,783명 만을 남겨두고 있었다. 이로써 200만 관중 돌파는 기정사실화되었다."
2015-11-17,https://ko.wikinews.org/wiki/%EB%B0%95%ED%83%9C%ED%99%98_%EB%84%A4%EB%B9%84%EB%8F%84_%EC%A3%BC%EC%82%AC_%EC%9D%98%EC%82%AC_%EA%B8%88%EA%B3%A0_10%EA%B0%9C%EC%9B%94_%EA%B5%AC%ED%98%95,박태환 네비도 주사 의사 금고 10개월 구형,"박태환에게 금지 약물인 '네비도(Nebido)'를 투약한 혐의(업무상 과실치상 등)로 불구속 기소된 의사 김모씨에게 검찰이 금고형을 구형했다. 17일 열린 결심공판에서 검찰은 ""박태환으로부터 금지약물 주의 요청을 받았음에도 문제없다고 안심시키면서 네비도를 투여했다. 정확하고 충분하게 설명해야 하는 의사의 주의 의무를 위반했다""며 금고 10개월과 벌금 100만원을 선고해달라고 요청했다.
김씨는 최후진술로 ""도와주고 싶어서 무료로 시작했는데 짐이 돼서 돌아올지 몰랐다. 박태환은 만성 피로, 무기력증을 호소했고 체력 증진을 위해 각종 비타민과 성장호르몬, 남성 호르몬을 사용하겠다고 말했다""고 주장했다."
2016-01-26,https://ko.wikinews.org/wiki/%E6%97%A5_%EC%98%A4%ED%82%A4%EB%82%98%EC%99%80%EC%84%9C_%ED%95%9C%EA%B5%AD%EC%9D%B8_%EB%AE%A4%EC%A7%80%EC%BB%AC_%EB%B0%B0%EC%9A%B0_%EC%82%AC%EB%A7%9D,日 오키나와서 한국인 뮤지컬 배우 사망,"日 오키나와에 24일 첫눈이 내렸다. 그러나 그 다음 날 뮤지컬 '황태자 루돌프' 공연을 위해 日 오키나와로 떠난 블루스테이지 팀원 중 뮤지컬 배우 임 씨가 귀국 전 숙소에서 급성 심장 마비로 발견되었다. 임 씨는 평소 활발하고 웃음이 많아서 주변 동료들에게 많은 사랑을 받았던 배우로 밝혀졌다.
지인들의 증언에 따르명, 임 씨는 마지막 공연 전 '이 무대가 마지막인가요' 하며 웃으며 무대를 올라갔다고 한다. 또한, 임 씨는 전날 밤 동료들과 웃으며 식사를 한 뒤 본인의 방에 일찍 취침을 하러 갔다. 현재 미군 경은 자살 쪽으로 수사 방향을 돌리고 있으며, 그의 휴대전화 마지막 문자 내용은 지인들에게 '미안하다' '먼저 간다' '스승님 존경합니다 애도합니다' 등등 자살을 암시하는 내용으로 가득했다고 미군 경은 발표했다. 이에 미군 경은 한국 경찰에 수사 협조를 의뢰하고 시신 부검에 들어갈 것이라고 한다."
2016-03-09,"https://ko.wikinews.org/wiki/%EC%95%8C%ED%8C%8C%EA%B3%A0,_%EC%84%B8%EA%B3%84_%EC%B5%9C%EC%A0%95%EC%83%81_%EC%9D%B4%EC%84%B8%EB%8F%8C_9%EB%8B%A8%EC%9D%84_%EB%88%84%EB%A5%B4%EB%8B%A4","알파고, 세계 최정상 이세돌 9단을 누르다","세계 최정상의 이세돌 9단이 구글 딥마인드의 알파고에게 ‘구글 딥마인드 챌린지 매치’ 5경기 중에서 첫번째 경기부터 패했다. 오늘 오후 1시부터 서울 광화문 포시즌스 호텔에서 시작된 경기는 참예한 접전 끝에 흑을 잡은 이세돌 9단이 돌을 던지면서 186수만에 불계패했다.
이번 경기는 세기의 대결이라 불릴 만큼 세간에 많은 관심을 받았다. 바둑을 두는 것은 경우의 수가 너무 많아 인공지능을 구현하기 어려운 문제로 간주되어 왔기 때문에 인공지능 연구에서 랜드마크적 역할을 해 왔고 사람만이 할 수 있는 분야라고 불리어왔다.
알파고는 무작위적인 수의 승률을 비교해서 가장 승률이 높은 수를 선택하는 몬테카틀로 트리검색 기법을 바탕으로 했다. 여기에 정책망과 가치망이라는 인공 신경망을 결합시켰다. 이러한 신경망을 이용하면 수를 놓아야 할 후보를 좁힐 수 있다. 또한 3000만 건의 기보를 활용하면서 스스로 학습했다.
이번 경기는 알파고가 학습한 중국룰로 진행되었으며 알파고의 수는 딥마인드 개발자인 아자황 아마추어 6단이 놓았다. 알파고가 수를 놓으면 대신해서 아자황 아마추어 6단이 수를 놓는다. 이세돌 9단이 놓은 수는 마우스를 이용해서 알파고에게 전달한다. 중국 규칙에 따라 백을 선택하면 7.5집이 주어지게 된다. 이번 경기에서 알파고가 한 수를 둘 때 약 3분 정도 걸렸다. 당연하다고 생각하는 수도 곰곰히 생각한 뒤에 수를 놓는 모습을 보였다.
경기 초반에는 이 9단이 알파고의 공격적인 수에 당황한 인상을 풍겼으나 알파고가 실수를 하면서 이세돌 9단에게 승기가 기우는 듯 했다. 오후 3시 반 경에 알파고가 수읽기에서 약점을 드러내면서 악수를 두었으나 이 수는 전환점이었다. 이 전까지만 해도 이세돌 9단이 승리할 것 전망이 컸으나 상황은 알파고에게 유리하게 전개되었다. 뜻밖의 승부수로 이세돌 9단은 당황했다. 결국 오후 4시 30분 경 186수만에 이세돌 9단이 돌을 던지면서 불계패했다. 경기 종료 후 알파고는 제한 시간 5분 30초, 이세돌 9단은 28분 28초를 남겼다.
한국경제가 경기 전에 국내교수 10인에게 질문한 결과 언젠가는 알파고가 이기겠지만 지금 당장은 이세돌 9단이 승리할 것이라고 밝혔다. 이미 유럽 챔피언 판 후이 2단을 이기기는 했지만 인공지능이 아직 인간의 정상 수준에는 도달하지 못했다는 것이 그 공통된 이유이다. 하지만 이세돌 9단이 패하면서 전문가들은 깜짝 놀랐다. 인공지능이 승부수를 띄우거나 다양한 바둑 기술을 사용했다는 점, 특히 실수로 보였던 부분도 계산된 수로, 경기 전체 흐름을 파악해서 수를 놓는 모습을 긍정적으로 평가했다.
이세돌 9단은 경기 종료 후 인터뷰에서 진다고 생각 안 했는데 너무 놀랐다고 밝혔다. 한편으로 이번 경기 결과로 인해 바둑이 위축될 것이라는 우려가 있으나 20년 전 컴퓨터에게 패한 체스도 경기 상금 규모로 보면 감소하지 않았다며 우려할 필요가 없다고 한국일보가 밝혔다.
구글 입장에서는 승리하든 패하든 잃을 것이 없는 경기였다. 상금 100만 달러 이상의 홍보 효과를 누리고 있기 때문이다. 하지만 이세돌 9단을 알파고가 꺾으면서 AI의 우수성을 전세계에 홍보하게 되었다. 세간의 관심과 달리 박영준 서울대 교수는 AI 기술도 중요하지만 이를 활용해 비즈니스 모델을 만드는 것이 급선무라고 밝혔다."
2016-04-07,"https://ko.wikinews.org/wiki/%EC%86%A1%ED%8C%8C%EC%9D%84_%EB%AC%B4%EC%86%8C%EC%86%8D_%EA%B9%80%EC%98%81%EC%88%9C_%ED%9B%84%EB%B3%B4,_%EC%9C%A0%EC%9D%BC_%EB%B3%B4%EC%88%98_%ED%9B%84%EB%B3%B4_%EC%82%AC%EC%B9%AD_%EB%85%BC%EB%9E%80","송파을 무소속 김영순 후보, 유일 보수 후보 사칭 논란","4월 6일 서울특별시선거관리위원회는 새누리당을 탈당 후 무소속 출마한 송파구 을 선거구 김영순 후보가 출마선언문에서 '유일한 보수 후보' '유일한 여권 후보'라고 주장한 것에 대해 공표된 사실이 거짓이라고 결정했다. 다른 무소속 후보인 채현 후보가 새누리당 예비후보로 등록했던 보수 후보이기 때문이다.
김영순 후보 선거사무소는 해당 출마선언문은 자원봉사자 양재유가 작성한 것이라고 서울시선관위에 해명했다.
송파구 을 선거구에는 더불어민주당 최명길 후보, 국민의당 이래협 후보, 무소속 김영순 후보, 무소속 채현 후보가 출마해 있다."
2016-04-13,https://ko.wikinews.org/wiki/%EC%86%A1%ED%8C%8C%EC%9D%84_%EC%84%A0%EA%B1%B0%EA%B5%AC%EC%97%90%EC%84%9C_%EB%B6%88%EB%B2%95%EC%9D%B8%EC%87%84%EB%AC%BC_%EB%B0%B0%ED%8F%AC_%EC%82%AC%EA%B1%B4_%EC%9D%BC%EC%96%B4%EB%82%98,송파을 선거구에서 불법인쇄물 배포 사건 일어나,"4월 13일 새벽 송파구 을 선거구 채현 후보측 선거운동원들이 김영순 후보의 비리 의혹을 보도한 기사를 인쇄해 배포하다가 송파경찰서에 검거됐다.
공직선거법은 선거에 영향을 미칠 목적으로 후보자의 이름이 들어간 인쇄물을 배포하는 것을 금하고 있다.
김영순 후보가 출마선언문에서. '유일한 보수 후보' '유일한 여권 후보'라고 사실과 다른 주장을 하면서 피해를 본 채현 후보 측 선거운동원들이 허위사실공표에 분노해 저지른 일로 추정된다.
송파구 을 선거구에는 기호 2번 더불어민주당 최명길 후보, 기호 3번 국민의당 이래협 후보, 기호 5번 무소속 김영순 후보, 기호 6번 무소속 채현 후보가 출마해 있다."
2016-06-06,"https://ko.wikinews.org/wiki/%EB%82%A8%EB%B6%80%EC%A7%80%EB%B0%A9_%EB%B9%84,_%EB%8A%A6%EC%9D%80_%EC%98%A4%ED%9B%84%EC%97%90_%EA%B7%B8%EC%B9%A0_%EB%93%AF","남부지방 비, 늦은 오후에 그칠 듯","현충일인 6일 오후 1시 현재 흐린 지역이 많은 가운데 제주도와 영남 지역에는 약한 비가 내리고 있다.
기상청은 이날 ""전국이 대체로 흐리고 제주도는 아침 한때 비가 오겠다""고 예보했으며 ""충청남부와 전북동부내륙, 전남남해안, 경상남북도에는 가끔 비가 오다가 늦은 오후에 대부분 그치겠다""고 전망했다.
오후 1시 기준 강수량은 제주 7.6mm, 거제 4.5mm, 울산 3.7mm, 양산 3.0mm를 기록하고 있으며 기온은 남부지방 20도 내외, 중부지방 25도 내외로 따뜻한 날씨를 보이고 있다.
미세먼지 농도는 전 지역이 좋음 혹은 보통 단계를 보이고 있다."
2016-06-17,https://ko.wikinews.org/wiki/%EB%B8%8C%EB%A0%89%EC%8B%9C%ED%8A%B8_%ED%8A%B9%EC%A7%91_%ED%8A%B9%EB%B3%84_%EB%B3%B4%EB%8F%84,브렉시트 특집 특별 보도,"EU가 결성이 되면서 영국은 EU에 소속된 연합 국가로 지내고 있습니다. 그런데 23일 브렉시트에 대한 국민 투표가 예정되어 있습니다.
브렉시트는 그렉시트(그리스 EU 탈퇴)에서 나온 말로 보이며, 결론적으로, 현재로써는 탈퇴 가능성이 높아 보인다. (각종 설문조사 분석. 인디팬던트지 브렉시트 찬성 55% ORB 인터네셔널 55% 찬성)
브렉시트는 먼저 EU의 맏형 취급 받던 영국이 EU에 분담금 문제부터 시작하여 최근 난민까지 쏟아져 나오면서 국가 재정 파탄설까지 나올 정도로 힘들어 졌고, 그 결과 지칠 대로 지친 英국민이 브렉시트 카드를 뽑아든 것이다.
만일 영국이 브렉시트할 경우, 파운드화와 유로화 동반 하락을 예상하는 경제 학자들이 많다. 또한, EU 탈퇴시, 2년간 EU협정에 대한 정리를 해야하며,
세계 주식시장 혼란, 일본과 미국으로 돈이 몰리고 신흥국은 돈이 없어지는 상황 발생.... 또한, 대한민국도 코스피(주식) 이 1950선까지 후퇴하는 등 브렉시트로 인한 피해는 크다.
브렉시트를 단행할 경우, 외국인 보유 주식이 미국 다음으로 주식이 많은 (3.8%) 국가이며, 브렉시트로 인한 연 EU탈퇴시, EU국가들은 혼란이 오고, 세계 금융 위기가 올것이라는 견해가 지배적이다.
브렉시트가 현실화 될 경우, 부동산 하락, 세계 시장 침체, 유가 폭락 (수요 급 하락으로 인한 폭락) 또는 유가 폭등 (수요 하락으로 인한 한계국가들 파산) 도 예상되고 있다.
이를 대비하기 위해서는, 외국인에 의한 시장 경제 변화를 막고, 시장 상황에도 변화하지 않는 수출 시장을 가져야 하는데, 그런 모델을 가진 국가는 영국, 미국 밖에 없다. (예시 : 금융업 / 여행 같은 호황에 잘되는 사업을 제외한 것이 시장 상황에도 변하지 않는 시장을 의미한다.)"
2016-06-17,https://ko.wikinews.org/wiki/%22%EB%B8%8C%EB%9E%99%EC%8B%9C%ED%8A%B8_%EB%B0%98%EB%8C%80%22_%EC%A1%B0_%EC%BD%95%EC%8A%A4_%EC%9D%98%EC%9B%90_%EC%82%AC%EB%A7%9D,"""브랙시트 반대"" 조 콕스 의원 사망","오는 23일로 예정된 브렉시트 찬·반 투표를 앞두고 있는 영국에서는, 의문의 괴한으로 인해 충격에 휩싸였다.
조 콕스 의원은 노동당 소속 英 하원 의원이였으며, 브렉시트를 인도주의적 관점에서 반대한 이들 중 하나이다.
이 조 콕스 의원의 사망으로, 각계에서 애도를 표하고 있으며, 북유럽을 방문 중인 존 케리 미 국무장관도 ""콕스에 대한 공격은 민주주의를 믿고, 아끼는 모두에 대한 공격""이라고 말했다.
이 사건으로 인해서, 브렉시트 연기를 주장하는 사람도 늘어나고, 각 언론의 여론조사 발표도 연기하는 등 추모 물결이 이뤄지고 있다.
이 문서의 제목과 내용의 ""브랙시트"", ""브렉시트""는 한국어 외국어 표기법에 따라 서로 문제가 되지 않으나, 브렉시트라는 표현이 일반화 되어있어서 문서의 내용은 ""브렉시트"" 로 통일하였음을 알립니다."
2016-07-08,https://ko.wikinews.org/wiki/%EB%8C%80%ED%95%9C%EB%AF%BC%EA%B5%AD%EC%97%90_%EC%82%AC%EB%93%9C_%EB%B0%B0%EC%B9%98%ED%95%98%EA%B8%B0%EB%A1%9C_%EA%B2%B0%EC%A0%95,대한민국에 사드 배치하기로 결정,"대한민국 국방부는 주한미군에 사드 (THAAD)를 배치하기로 결정하였다. 7월 8일 국방부의 보도자료에 따르면, 대한민국과 미국은 증대하는 북한의 위협에 대응하기 위해 2월부터 주한 미군의 종말단계고고도지역방어(THAAD) 체계 배치 가능성에 대한 협의를 진행하여 왔으며, 한미공동실무단은 수개월 간의 검토를 통해 대한민국 내 사드 체계의 군사적 효용성을 확인하였다고 밝혔다. 이후 한미 양국은 사드체계가 조속히 배치될 수 있도록 긴밀히 협력 중이며, 세부운용절차를 발전시켜 나가고, 사드가 어떠한 제3국도 지향하지 않고 오직 북한의 핵, 미사일 위협에 대해서만 운용될 것이라고 밝혔다.
사드(THAAD : Terminal High Altitude Area Defense)는 미국 미사일방어 체계에서 핵심적인 무기로, 단거리와 중거리 탄도유도탄을 종말 단계에서 직격파괴로 요격하도록 설계된 체계이다. 미국의 미사일방어(MD : Missile Defense) 체계는 적의 미사일 비행 경로를 '이륙-상승-중간-최종' 4단계로 나눈다. 미사일이 이륙해 상승하는 동안 우주에 있는 인공위성과 육상, 해상의 X-밴드 레이더 등 미사일방어용 센서로 이를 감지한다. 미사일이 감지되면 중간-최종 단계에서 요격을 시도하는 것이다."
